0.02	9.0	6.0
0.04	8.999492537740146	5.99976318349968
0.06	8.997970150960583	5.999052733998722
0.08	8.995432839661312	5.997868651497124
0.10	8.991880603842331	5.996210935994887
0.12	8.987313443503643	5.994079587492012
0.14	8.981731358645247	5.991474605988497
0.16	8.97513434926714	5.988395991484343
0.18	8.967522415369327	5.98484374397955
0.20	8.958895556951804	5.980817863474118
0.22	8.949253774014572	5.976318349968047
0.24	8.938597066557632	5.971345203461337
0.26	8.926925434580983	5.965898423953988
0.28	8.914238878084626	5.959978011445999
0.30	8.900537397068561	5.953583965937372
0.32	8.885820991532787	5.946716287428106
0.34	8.870089661477305	5.9393749759181995
0.36	8.853343406902114	5.931560031407655
0.38	8.835582227807214	5.923271453896472
0.40	8.816806124192606	5.914509243384649
0.42	8.797015096058288	5.905273399872187
0.44	8.776209143404262	5.895563923359086
0.46	8.75438826623053	5.885380813845346
0.48	8.731552464537089	5.874724071330967
0.50	8.707701738323937	5.8635936958159505
0.52	8.682836087591078	5.851989687300293
0.54	8.65695551233851	5.839912045783996
0.56	8.630060012566233	5.827360771267061
0.58	8.602149588274248	5.814335863749487
0.60	8.573224239462553	5.800837323231273
0.62	8.543283966131149	5.786865149712422
0.64	8.51232876828004	5.772419343192929
0.66	8.48035864590922	5.757499903672799
0.68	8.447373599018693	5.74210683115203
0.70	8.413373627608456	5.726240125630621
0.72	8.378358731678508	5.709899787108571
0.74	8.342328911228858	5.693085815585887
0.76	8.305284166259495	5.675798211062561
0.78	8.267224496770424	5.658036973538596
0.80	8.228149902761645	5.6398021030139915
0.82	8.188060384233154	5.6210935994887485
0.84	8.146955941184965	5.601911462962868
0.86	8.104836573617053	5.582255693436343
0.88	8.061702281529447	5.562126290909185
0.90	8.017553064922117	5.541523255381386
0.92	7.972388923795094	5.520446586852947
0.94	7.926209858148346	5.49889628532387
0.96	7.879015867981898	5.476872350794153
0.98	7.830806953295752	5.454374783263803
1.00	7.781583114089919	5.43140358273282
1.02	7.731344350364309	5.40795874920117
1.04	7.680598124378881	5.384277099169217
1.06	7.629851898393454	5.360595449137264
1.08	7.579105672408026	5.336913799105311
1.10	7.5283594464225985	5.313232149073357
1.12	7.477613220437171	5.289550499041404
1.14	7.426866994451743	5.265868849009451
1.16	7.376120768466315	5.242187198977498
1.18	7.325374542480889	5.218505548945545
1.20	7.274628316495461	5.194823898913592
1.22	7.223882090510033	5.1711422488816385
1.24	7.173135864524605	5.147460598849685
1.26	7.122389638539177	5.123778948817732
1.28	7.071643412553749	5.100097298785779
1.30	7.020897186568322	5.076415648753826
1.32	6.970150960582894	5.052733998721872
1.34	6.9194047345974665	5.02905234868992
1.36	6.8686585086120395	5.005370698657966
1.38	6.817912282626612	4.981689048626013
1.40	6.767166056641184	4.958007398594059
1.42	6.716419830655756	4.934325748562106
1.44	6.665673604670329	4.910644098530153
1.46	6.614927378684901	4.886962448498201
1.48	6.564181152699474	4.863280798466247
1.50	6.513434926714046	4.839599148434294
1.52	6.462688700728618	4.8159174984023405
1.54	6.41194247474319	4.792235848370387
1.56	6.3611962487577625	4.7685541983384345
1.58	6.3104500227723355	4.744872548306481
1.60	6.259703796786908	4.721190898274528
1.62	6.20895757080148	4.697509248242575
1.64	6.158211344816053	4.673827598210622
1.66	6.107465118830625	4.650145948178668
1.68	6.056718892845197	4.626464298146715
1.70	6.00597266685977	4.602782648114762
1.72	5.955226440874342	4.579100998082809
1.74	5.904480214888914	4.555419348050856
1.76	5.853733988903487	4.531737698018903
1.78	5.802987762918059	4.508056047986949
1.80	5.752241536932631	4.484374397954996
1.82	5.7014953109472035	4.4606927479230425
1.84	5.650749084961776	4.43701109789109
1.86	5.600002858976348	4.4133294478591365
1.88	5.549256632990921	4.389647797827183
1.90	5.498510407005493	4.3659661477952305
1.92	5.447764181020065	4.342284497763277
1.94	5.397017955034638	4.318602847731324
1.96	5.34627172904921	4.29492119769937
1.98	5.295525503063782	4.271239547667418
2.00	5.244779277078355	4.247557897635464
2.02	5.194033051092927	4.223876247603512
2.04	5.1432868251074995	4.200194597571558
2.06	5.0925405991220725	4.176512947539605
2.08	5.041794373136645	4.152831297507651
2.10	4.991048147151217	4.129149647475698
2.12	4.940301921165789	4.1054679974437445
2.14	4.889555695180361	4.081786347411792
2.16	4.838809469194933	4.0581046973798385
2.18	4.788063243209506	4.034423047347886
2.20	4.737317017224078	4.0107413973159325
2.22	4.686570791238651	3.987059747283979
2.24	4.635824565253223	3.9633780972520256
2.26	4.585078339267795	3.9396964472200726
2.28	4.5343321132823675	3.9160147971881196
2.30	4.48358588729694	3.892333147156166
2.32	4.432839661311512	3.868651497124213
2.34	4.382093435326086	3.84496984709226
2.36	4.331347209340658	3.821288197060307
2.38	4.28060098335523	3.7976065470283538
2.40	4.229854757369802	3.7739248969964008
2.42	4.179108531384375	3.7502432469644473
2.44	4.128362305398947	3.7265615969324943
2.46	4.07761607941352	3.702879946900541
2.48	4.026869853428092	3.679198296868588
2.50	3.9761236274426643	3.6555166468366345
2.52	3.9253774014572365	3.6318349968046815
2.54	3.8746311754718086	3.6081533467727285
2.56	3.8238849494863807	3.584471696740775
2.58	3.773138723500953	3.560790046708822
2.60	3.722392497515526	3.5371083966768686
2.62	3.671646271530098	3.5134267466449156
2.64	3.62090004554467	3.489745096612962
2.66	3.570153819559243	3.466063446581009
2.68	3.519407593573815	3.4423817965490557
2.70	3.4686613675883873	3.4187001465171027
2.72	3.4179151416029594	3.3950184964851493
2.74	3.3671689156175324	3.371336846453196
2.76	3.3164226896321045	3.347655196421243
